;Gene;RNA;ID;Monomer;ID.1;Process;KO index
687;nudK;EG12410_RNA;EG12410-MONOMER;Metabolism;;;2286
867;rfbD;EG12411_RNA;DTDPDEHYRHAMREDUCT-MONOMER;Metabolism;;;2287
865;rfbB;EG12412_RNA;DTDPGLUCDEHYDRAT-MONOMER;Metabolism;;;2288
350;gatY;EG12419_RNA;TAGAALDOL2-MONOMER;Metabolism;;;2293
800;prmC;EG12424_RNA;EG12424-MONOMER;Metabolism;;;2297
1156;ydiF;EG12432_RNA;EG12432-MONOMER;Metabolism;;;2302
591;menE;EG12437_RNA;O-SUCCINYLBENZOATE-COA-LIG-MONOMER;Metabolism;;;2306
593;menH;EG12438_RNA;EG12438-MONOMER;Metabolism;;;2307
624;mpl;EG12440_RNA;EG12440-MONOMER;Metabolism;;;2309
244;eamB;EG12445_RNA;EG12445-MONOMER;Metabolism;;;2313
37;alsB;EG12458_RNA;YJCX-MONOMER;Metabolism;;;2320
1200;yjdL;EG12469_RNA;YJDL-MONOMER;Metabolism;;;2322
167;cycA;EG12504_RNA;CYCA-MONOMER;Metabolism;;;2326
609;mgtA;EG12525_RNA;MGTA-MONOMER;Metabolism;;;2331
404;gntP;EG12563_RNA;GNTP-MONOMER;Metabolism;;;2338
586;mdtM;EG12576_RNA;YJIO-MONOMER;Metabolism;;;2339
583;mdoB;EG12591_RNA;PGLYCEROLTRANSI-MONOMER;Metabolism;;;2341
1206;yjjX;EG12600_RNA;EG12600-MONOMER;Metabolism;;;2342
267;fabF;EG12606_RNA;3-OXOACYL-ACP-SYNTHII-MONOMER;Metabolism;;;2344
233;dppB;EG12625_RNA;DPPB-MONOMER;Metabolism;;;2352
234;dppC;EG12626_RNA;DPPC-MONOMER;Metabolism;;;2353
235;dppD;EG12627_RNA;DPPD-MONOMER;Metabolism;;;2354
236;dppF;EG12628_RNA;DPPF-MONOMER;Metabolism;;;2355
403;gntK;EG12629_RNA;GLUCONOKINII-MONOMER;Metabolism;;;2356
684;nudF;EG12633_RNA;EG12633-MONOMER;Metabolism;;;2359
580;mdaB;EG12656_RNA;EG12656-MONOMER;Metabolism;;;2361
390;gltJ;EG12661_RNA;GLTJ-MONOMER;Metabolism;;;2364
391;gltK;EG12662_RNA;GLTK-MONOMER;Metabolism;;;2365
392;gltL;EG12663_RNA;GLTL-MONOMER;Metabolism;;;2366
544;lpxH;EG12666_RNA;EG12666-MONOMER;Metabolism;;;2367
688;nudL;EG12693_RNA;EG12693-MONOMER;Metabolism;;;2373
560;luxS;EG12712_RNA;EG12712-MONOMER;Metabolism;;;2384
1152;yddG;EG12713_RNA;EG12713-MONOMER;Metabolism;;;2385
241;dxr;EG12715_RNA;DXPREDISOM-MONOMER;Metabolism;;;2386
998;sstT;EG12732_RNA;YGJU-MONOMER;Metabolism;;;2389
1094;uxaA;EG12734_RNA;ALTRODEHYDRAT-MONOMER;Metabolism;;;2390
263;exuT;EG12738_RNA;EXUT-MONOMER;Metabolism;;;2391
488;kbaY;EG12768_RNA;TAGAALDOL1-MONOMER;Metabolism;;;2396
418;gss;EG12882_RNA;GSP-MONOMER;Metabolism;;;2436
767;pitB;EG12883_RNA;PITB-MONOMER;Metabolism;;;2437
366;glk;EG12957_RNA;GLUCOKIN-MONOMER;Metabolism;;;2441
1122;xapB;EG13159_RNA;XAPB-MONOMER;Metabolism;;;2443
52;aqpZ;EG13270_RNA;AQPZ-MONOMER;Metabolism;;;2450
204;dctA;EG20044_RNA;DCTA-MONOMER;Metabolism;;;2452
219;dgoA;EG20049_RNA;DEHYDDEOXPHOSGALACT-ALDOL-MONOMER;Metabolism;;;2453
359;glcB;EG20080_RNA;MALSYNG-MONOMER;Metabolism;;;2456
409;gpsA;EG20091_RNA;GLYC3PDEHYDROGBIOSYN-MONOMER;Metabolism;;;2457
449;hpt;EG20098_RNA;HYPOXANPRIBOSYLTRAN-MONOMER;Metabolism;;;2458
502;kefB;EG20110_RNA;KEFB-MONOMER;Metabolism;;;2459
820;pta;EG20173_RNA;PHOSACETYLTRANS-MONOMER;Metabolism;;;2460
1098;uxuB;EG20248_RNA;MANNONOXIDOREDUCT-MONOMER;Metabolism;;;2461
1129;xylF;EG20252_RNA;XYLF-MONOMER;Metabolism;;;2463
680;nrdE;EG20257_RNA;NRDE-MONOMER;Metabolism;;;2465
923;rplU;EG50001_RNA;EG50001-MONOMER;Translation;;;2466
928;rpmA;EG50002_RNA;EG50002-MONOMER;Translation;;;2467
260;eutB;EG50006_RNA;EUTB-MONOMER;Metabolism;;;2471
261;eutC;EG50007_RNA;EUTC-MONOMER;Metabolism;;;2472
338;gadA;EG50009_RNA;GLUTDECARBOXA-MONOMER;Metabolism;;;2474
323;frmA;EG50010_RNA;ADHC-MONOMER;Metabolism;;;2475
311;folP;EG50011_RNA;H2PTEROATESYNTH-MONOMER;Metabolism;;;2476
496;kdpF;G0-10439_RNA;MONOMER0-12;Metabolism;;;2489
1140;ybgT;G0-10441_RNA;MONOMER0-2663;Metabolism;;;2491
362;glcF;G0-8601_RNA;MONOMER0-561;Metabolism;;;2600
660;nanT;G436_RNA;NANT-MONOMER;Metabolism;;;2645
567;maa;G58_RNA;MALTACETYLTRAN-MONOMER;Metabolism;;;2647
510;ldhA;G592_RNA;DLACTDEHYDROGNAD-MONOMER;Metabolism;;;2648
485;ispU;G6092_RNA;UPPSYN-MONOMER;Metabolism;;;2656
509;ldcC;G6094_RNA;LDC2-MONOMER;Metabolism;;;2658
1037;tilS;G6096_RNA;G6096-MONOMER;Metabolism;;;2660
376;gloB;G6099_RNA;GLYOXII-MONOMER;Metabolism;;;2663
275;fadE;G6105_RNA;ACYLCOADEHYDROG-MONOMER;Metabolism;;;2669
530;lpcA;G6106_RNA;G6106-MONOMER;Metabolism;;;2670
619;mmuM;G6136_RNA;MMUM-MONOMER;Metabolism;;;2700
1133;yagE;G6140_RNA;G6140-MONOMER;Metabolism;;;2704
1134;yagF;G6141_RNA;G6141-MONOMER;Metabolism;;;2705
1135;yahK;G6190_RNA;G6190-MONOMER;Metabolism;;;2750
809;prpB;G6196_RNA;G6196-MONOMER;Metabolism;;;2756
810;prpC;G6198_RNA;G6198-MONOMER;Metabolism;;;2757
811;prpD;G6199_RNA;G6199-MONOMER;Metabolism;;;2758
812;prpE;G6200_RNA;G6200-MONOMER;Metabolism;;;2759
611;mhpE;G6205_RNA;MHPELY-MONOMER;Metabolism;;;2761
324;frmB;G6208_RNA;G6208-MONOMER;Metabolism;;;2764
1030;thiL;G6234_RNA;THI-P-KIN-MONOMER;Metabolism;;;2786
242;dxs;G6237_RNA;DXS-MONOMER;Metabolism;;;2788
1029;thiI;G6238_RNA;THII-MONOMER;Metabolism;;;2789
731;panE;G6239_RNA;2-DEHYDROPANTOATE-REDUCT-MONOMER;Metabolism;;;2790
280;fadM;G6244_RNA;G6244-MONOMER;Metabolism;;;2795
156;cof;G6246_RNA;G6246-MONOMER;Metabolism;;;2797
157;copA;G6260_RNA;G6260-MONOMER;Metabolism;;;2808
1136;ybaS;G6261_RNA;G6261-MONOMER;Metabolism;;;2809
1137;ybbO;G6269_RNA;G6269-MONOMER;Metabolism;;;2817
456;hyi;G6277_RNA;G6277-MONOMER;Metabolism;;;2824
396;glxR;G6278_RNA;G6278-MONOMER;Metabolism;;;2825
32;allB;G6281_RNA;G6281-MONOMER;Metabolism;;;2827
395;glxK;G6283_RNA;GLY3KIN-MONOMER;Metabolism;;;2829
34;allE;G6284_RNA;G6284-MONOMER;Metabolism;;;2830
33;allC;G6285_RNA;G6285-MONOMER;Metabolism;;;2831
962;rrrD;G6310_RNA;G6310-MONOMER;Metabolism;;;2853
1139;ybdL;G6329_RNA;G6329-MONOMER;Metabolism;;;2871
146;citC;G6344_RNA;CITC-MONOMER;Metabolism;;;2885
648;nadD;G6350_RNA;NICONUCADENYLYLTRAN-MONOMER;Metabolism;;;2891
886;rihA;G6358_RNA;G6358-MONOMER;Metabolism;;;2899
389;gltI;G6359_RNA;G6359-MONOMER;Metabolism;;;2900
614;miaB;G6364_RNA;G6364-MONOMER;Metabolism;;;2905
1077;ubiF;G6365_RNA;OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON;Metabolism;;;2906
239;dtpD;G6378_RNA;B0709-MONOMER;Metabolism;;;2912
1212;zitB;G6393_RNA;B0752-MONOMER;Metabolism;;;2922
749;pgl;G6397_RNA;6PGLUCONOLACT-MONOMER;Metabolism;;;2926
149;clsB;G6406_RNA;G6406-MONOMER;Metabolism;;;2935
1142;ybiV;G6425_RNA;G6425-MONOMER;Metabolism;;;2953
413;gsiA;G6429_RNA;YLIA-MONOMER;Metabolism;;;2957
414;gsiB;G6430_RNA;YLIB-MONOMER;Metabolism;;;2958
415;gsiC;G6431_RNA;YLIC-MONOMER;Metabolism;;;2959
416;gsiD;G6432_RNA;YLID-MONOMER;Metabolism;;;2960
1207;yliI;G6437_RNA;G6437-MONOMER;Metabolism;;;2965
1144;ybjG;G6439_RNA;G6439-MONOMER;Metabolism;;;2967
581;mdfA;G6440_RNA;CMR-MONOMER;Metabolism;;;2968
1145;ybjI;G6442_RNA;G6442-MONOMER;Metabolism;;;2970
559;ltaE;G6455_RNA;LTAA-MONOMER;Metabolism;;;2983
1143;ybjE;G6458_RNA;G6458-MONOMER;Metabolism;;;2986
1146;ycaO;G6468_RNA;G6468-MONOMER;Metabolism;;;2996
1147;ycbL;G6475_RNA;G6475-MONOMER;Metabolism;;;3003
1001;ssuC;G6476_RNA;YCBM-MONOMER;Metabolism;;;3004
1002;ssuD;G6477_RNA;MONOMER-162;Metabolism;;;3005
999;ssuA;G6478_RNA;G6478-MONOMER;Metabolism;;;3006
1003;ssuE;G6479_RNA;MONOMER0-146;Metabolism;;;3007
608;mgsA;G6497_RNA;METHGLYSYN-MONOMER;Metabolism;;;3025
259;etp;G6503_RNA;G6503-MONOMER;Metabolism;;;3031
964;rutG;G6517_RNA;B1006-MONOMER;Metabolism;;;3044
746;pgaB;G6530_RNA;G6530-MONOMER;Metabolism;;;3055
356;ghrA;G6539_RNA;G6539-MONOMER;Metabolism;;;3061
150;clsC;G6551_RNA;G6551-MONOMER;Metabolism;;;3073
643;murJ;G6561_RNA;G6561-MONOMER;Metabolism;;;3082
654;nagK;G6576_RNA;G6576-MONOMER;Metabolism;;;3097
686;nudJ;G6580_RNA;G6580-MONOMER;Metabolism;;;3101
249;emtA;G6622_RNA;G6622-MONOMER;Metabolism;;;3142
222;dhaL;G6626_RNA;MONOMER0-1261;Metabolism;;;3146
221;dhaK;G6627_RNA;G6627-MONOMER;Metabolism;;;3147
842;puuP;G6643_RNA;B1296-MONOMER;Metabolism;;;3163
837;puuA;G6644_RNA;G6644-MONOMER;Metabolism;;;3164
840;puuD;G6645_RNA;G6645-MONOMER;Metabolism;;;3165
841;puuE;G6646_RNA;G6646-MONOMER;Metabolism;;;3166
1150;ycjU;G6655_RNA;G6655-MONOMER;Metabolism;;;3175
1149;ycjG;G6661_RNA;G6661-MONOMER;Metabolism;;;3181
623;mpaA;G6662_RNA;G6662-MONOMER;Metabolism;;;3182
625;mppA;G6665_RNA;G6665-MONOMER;Metabolism;;;3185
1151;ydbK;G6701_RNA;G6701-MONOMER;Metabolism;;;3218
725;paaZ;G6708_RNA;G6708-MONOMER;Metabolism;;;3224
715;paaA;G6709_RNA;G6709-MONOMER;Metabolism;;;3225
716;paaB;G6710_RNA;G6710-MONOMER;Metabolism;;;3226
717;paaC;G6711_RNA;G6711-MONOMER;Metabolism;;;3227
718;paaE;G6713_RNA;G6713-MONOMER;Metabolism;;;3229
719;paaF;G6714_RNA;G6714-MONOMER;Metabolism;;;3230
720;paaG;G6715_RNA;G6715-MONOMER;Metabolism;;;3231
721;paaH;G6716_RNA;G6716-MONOMER;Metabolism;;;3232
722;paaI;G6717_RNA;G6717-MONOMER;Metabolism;;;3233
723;paaJ;G6718_RNA;G6718-MONOMER;Metabolism;;;3234
724;paaK;G6719_RNA;G6719-MONOMER;Metabolism;;;3235
118;azoR;G6731_RNA;G6731-MONOMER;Metabolism;;;3245
733;patD;G6755_RNA;G6755-MONOMER;Metabolism;;;3263
620;mnaT;G6759_RNA;G6759-MONOMER;Metabolism;;;3267
45;ansP;G6764_RNA;ANSP-MONOMER;Metabolism;;;3272
668;nhoA;G6770_RNA;G6770-MONOMER;Metabolism;;;3278
21;adhP;G6775_RNA;ADHP-MONOMER;Metabolism;;;3283
211;ddpX;G6782_RNA;G6782-MONOMER;Metabolism;;;3290
340;gadC;G6786_RNA;XASA-MONOMER;Metabolism;;;3294
558;lsrK;G6798_RNA;G6798-MONOMER;Metabolism;;;3306
552;lsrA;G6800_RNA;YDEX-MONOMER;Metabolism;;;3308
554;lsrC;G6801_RNA;YDEY-MONOMER;Metabolism;;;3309
555;lsrD;G6802_RNA;YDEZ-MONOMER;Metabolism;;;3310
553;lsrB;G6803_RNA;YNEA-MONOMER;Metabolism;;;3311
556;lsrF;G6804_RNA;G6804-MONOMER;Metabolism;;;3312
557;lsrG;G6805_RNA;G6805-MONOMER;Metabolism;;;3313
1208;yneH;G6810_RNA;G6810-MONOMER;Metabolism;;;3318
965;sad;G6811_RNA;G6811-MONOMER;Metabolism;;;3319
993;speG;G6842_RNA;SPERMACTRAN-MONOMER;Metabolism;;;3350
584;mdtI;G6857_RNA;B1599-MONOMER;Metabolism;;;3365
585;mdtJ;G6858_RNA;B1600-MONOMER;Metabolism;;;3366
1047;tqsA;G6859_RNA;G6859-MONOMER;Metabolism;;;3367
310;folM;G6862_RNA;G6862-MONOMER;Metabolism;;;3370
1046;tppB;G6877_RNA;B1634-MONOMER;Metabolism;;;3385
739;pdxY;G6879_RNA;PDXY-MONOMER;Metabolism;;;3387
988;sodC;G6886_RNA;G6886-MONOMER;Metabolism;;;3394
375;gloA;G6891_RNA;GLYOXI-MONOMER;Metabolism;;;3399
1009;sufS;G6906_RNA;G6906-MONOMER;Metabolism;;;3414
594;menI;G6912_RNA;G6912-MONOMER;Metabolism;;;3419
1157;ydiO;G6918_RNA;G6918-MONOMER;Metabolism;;;3425
105;astE;G6940_RNA;SUCCGLUDESUCC-MONOMER;Metabolism;;;3447
102;astB;G6941_RNA;SUCCARGDIHYDRO-MONOMER;Metabolism;;;3448
104;astD;G6942_RNA;SUCCGLUALDDEHYD-MONOMER;Metabolism;;;3449
101;astA;G6943_RNA;ARGSUCCTRAN-MONOMER;Metabolism;;;3450
103;astC;G6944_RNA;SUCCORNTRANSAM-MONOMER;Metabolism;;;3451
1158;ydjG;G6958_RNA;G6958-MONOMER;Metabolism;;;3465
1159;yeaE;G6967_RNA;G6967-MONOMER;Metabolism;;;3473
1160;yeaG;G6969_RNA;G6969-MONOMER;Metabolism;;;3475
515;leuE;G6984_RNA;G6984-MONOMER;Metabolism;;;3490
227;dmlA;G6986_RNA;G6986-MONOMER;Metabolism;;;3492
622;mntP;G6999_RNA;G6999-MONOMER;Metabolism;;;3505
631;msrC;G7005_RNA;G7005-MONOMER;Metabolism;;;3511
791;pphA;G7011_RNA;G7011-MONOMER;Metabolism;;;3517
1214;znuA;G7017_RNA;ZNUA-MONOMER;Metabolism;;;3523
1216;znuC;G7018_RNA;ZNUC-MONOMER;Metabolism;;;3524
1162;yecS;G7037_RNA;G7037-MONOMER;Metabolism;;;3540
208;dcyD;G7038_RNA;DCYSDESULF-MONOMER;Metabolism;;;3541
300;fliY;G7039_RNA;G7039-MONOMER;Metabolism;;;3542
424;hchA;G7055_RNA;G7055-MONOMER;Metabolism;;;3557
1082;ugd;G7091_RNA;UGD-MONOMER;Metabolism;;;3591
1114;wcaJ;G7098_RNA;G7098-MONOMER;Metabolism;;;3598
1118;wzc;G7105_RNA;G7105-MONOMER;Metabolism;;;3605
1117;wzb;G7106_RNA;G7106-MONOMER;Metabolism;;;3606
1116;wza;G7107_RNA;G7107-MONOMER;Metabolism;;;3607
1163;yegS;G7123_RNA;G7123-MONOMER;Metabolism;;;3621
351;gatZ;G7128_RNA;G7128-MONOMER;Metabolism;;;3623
283;fbaB;G7129_RNA;FRUCBISALD-CLASSI-MONOMER;Metabolism;;;3624
1024;thiD;G7135_RNA;HMP-P-KIN-MONOMER;Metabolism;;;3630
857;rcnA;G7138_RNA;G7138-MONOMER;Metabolism;;;3632
799;preT;G7145_RNA;G7145-MONOMER;Metabolism;;;3635
549;lpxT;G7146_RNA;G7146-MONOMER;Metabolism;;;3636
995;spr;G7147_RNA;G7147-MONOMER;Metabolism;;;3637
1169;yfaU;G7158_RNA;G7158-MONOMER;Metabolism;;;3645
1170;yfaW;G7160_RNA;G7160-MONOMER;Metabolism;;;3647
685;nudI;G7164_RNA;G7164-MONOMER;Metabolism;;;3651
76;arnB;G7166_RNA;G7166-MONOMER;Metabolism;;;3653
75;arnA;G7168_RNA;G7168-MONOMER;Metabolism;;;3655
854;rbn;G7175_RNA;G7175-MONOMER;RNA;Decay;;3662
26;alaA;G7184_RNA;G7184-MONOMER;Metabolism;;;3670
1171;yfbR;G7185_RNA;G7185-MONOMER;Metabolism;;;3671
1172;yfbT;G7187_RNA;G7187-MONOMER;Metabolism;;;3673
312;folX;G7195_RNA;H2NTPEPIM-MONOMER;Metabolism;;;3681
277;fadJ;G7212_RNA;G7212-MONOMER;Metabolism;;;3698
276;fadI;G7213_RNA;G7213-MONOMER;Metabolism;;;3699
1174;yfdR;G7230_RNA;G7230-MONOMER;Metabolism;;;3716
1173;yfdE;G7234_RNA;G7234-MONOMER;Metabolism;;;3720
714;oxc;G7236_RNA;G7236-MONOMER;Metabolism;;;3722
314;frc;G7237_RNA;G7237-MONOMER;Metabolism;;;3723
548;lpxP;G7241_RNA;PALMITOTRANS-MONOMER;Metabolism;;;3727
27;alaC;G7242_RNA;G7242-MONOMER;Metabolism;;;3728
621;mntH;G7254_RNA;YFEP-MONOMER;Metabolism;;;3739
738;pdxK;G7259_RNA;PDXK-MONOMER;Metabolism;;;3744
644;murQ;G7263_RNA;G7263-MONOMER;Metabolism;;;3748
1175;yfeX;G7266_RNA;G7266-MONOMER;Metabolism;;;3751
262;eutD;G7288_RNA;G7288-MONOMER;Metabolism;;;3773
569;maeB;G7293_RNA;MALIC-NADP-MONOMER;Metabolism;;;3778
477;iscS;G7325_RNA;G7325-MONOMER;Metabolism;;;3808
897;rnlA;G7365_RNA;G7365-MONOMER;RNA;Decay;;3843
28;alaE;G7399_RNA;G7399-MONOMER;Metabolism;;;3873
1177;ygaZ;G7405_RNA;G7405-MONOMER;Metabolism;;;3879
1176;ygaH;G7406_RNA;G7406-MONOMER;Metabolism;;;3880
774;pncC;G7409_RNA;G7409-MONOMER;Metabolism;;;3883
616;mltB;G7410_RNA;G7410-MONOMER;Metabolism;;;3884
792;pphB;G7415_RNA;G7415-MONOMER;Metabolism;;;3887
1062;truD;G7422_RNA;G7422-MONOMER;Metabolism;;;3894
480;ispD;G7423_RNA;G7423-MONOMER;Metabolism;;;3895
1061;truC;G7449_RNA;G7449-MONOMER;Metabolism;;;3919
164;csdA;G7454_RNA;G7454-MONOMER;Metabolism;;;3924
1015;tcdA;G7456_RNA;G7456-MONOMER;Metabolism;;;3926
615;mltA;G7457_RNA;G7457-MONOMER;Metabolism;;;3927
1123;xdhA;G7485_RNA;G7485-MONOMER;Metabolism;;;3954
1124;xdhB;G7486_RNA;G7486-MONOMER;Metabolism;;;3955
1125;xdhC;G7487_RNA;G7487-MONOMER;Metabolism;;;3956
1120;xanQ;G7501_RNA;YGFO-MONOMER;Metabolism;;;3970
422;guaD;G7502_RNA;G7502-MONOMER;Metabolism;;;3971
1178;ygfQ;G7503_RNA;G7504-MONOMER;Metabolism;;;3972
1072;uacT;G7507_RNA;YGFU-MONOMER;Metabolism;;;3975
459;idi;G7508_RNA;IPPISOM-MONOMER;Metabolism;;;3976
969;scpB;G7516_RNA;G7516-MONOMER;Metabolism;;;3984
970;scpC;G7517_RNA;G7517-MONOMER;Metabolism;;;3985
859;rdgB;G7530_RNA;G7530-MONOMER;Metabolism;;;3997
617;mltC;G7533_RNA;G7533-MONOMER;Metabolism;;;4000
358;glcA;G7542_RNA;B2975-MONOMER;Metabolism;;;4008
361;glcE;G7544_RNA;G7544-MONOMER;Metabolism;;;4010
360;glcD;G7545_RNA;G7545-MONOMER;Metabolism;;;4011
1181;yghZ;G7558_RNA;G7558-MONOMER;Metabolism;;;4024
1209;yqhD;G7564_RNA;G7564-MONOMER;Metabolism;;;4027
224;dkgA;G7565_RNA;MONOMER0-148;Metabolism;;;4028
159;cpdA;G7579_RNA;G7579-MONOMER;Metabolism;;;4040
863;rfaE;G7590_RNA;G7590-MONOMER;Metabolism;;;4049
732;patA;G7596_RNA;G7596-MONOMER;Metabolism;;;4053
1019;tdcG;G7624_RNA;LSERINEDEAM3-MONOMER;Metabolism;;;4079
489;kbaZ;G7631_RNA;G7631-MONOMER;Metabolism;;;4084
963;rsmI;G7641_RNA;G7641-MONOMER;Metabolism;;;4094
1183;yhbO;G7647_RNA;G7647-MONOMER;Metabolism;;;4100
500;kdsD;G7662_RNA;G7662-MONOMER;Metabolism;;;4113
499;kdsC;G7663_RNA;G7663-MONOMER;Metabolism;;;4114
535;lptC;G7664_RNA;G7664-MONOMER;Metabolism;;;4115
533;lptA;G7665_RNA;YHBN-MONOMER;Metabolism;;;4116
658;nanK;G7676_RNA;NANK-MONOMER;Metabolism;;;4126
657;nanE;G7677_RNA;NANE-MONOMER;Metabolism;;;4127
298;fkpA;G7716_RNA;G7716-MONOMER;Metabolism;;;4163
320;frlB;G7723_RNA;G7723-MONOMER;Metabolism;;;4169
321;frlC;G7724_RNA;G7724-MONOMER;Metabolism;;;4170
322;frlD;G7726_RNA;G7726-MONOMER;Metabolism;;;4171
1210;yrfG;G7742_RNA;G7742-MONOMER;Metabolism;;;4187
207;dcuR;G7826_RNA;DCUR-MONOMER;Transcription;Regulation;;4223
1202;yjeH;G7833_RNA;B4141-MONOMER;Metabolism;;;4229
256;epmB;G7836_RNA;G7836-MONOMER;Metabolism;;;4232
711;orn;G7842_RNA;G7842-MONOMER;RNA;Decay;;4238
1088;ulaD;G7858_RNA;G7858-MONOMER;Metabolism;;;4253
1089;ulaE;G7859_RNA;G7859-MONOMER;Metabolism;;;4254
1090;ulaF;G7860_RNA;G7860-MONOMER;Metabolism;;;4255
297;fklB;G7865_RNA;G7865-MONOMER;Metabolism;;;4260
1211;ytfG;G7868_RNA;G7868-MONOMER;Metabolism;;;4263
538;lptF;G7888_RNA;G7888-MONOMER;Metabolism;;;4281
539;lptG;G7889_RNA;G7889-MONOMER;Metabolism;;;4282
462;idnO;G7892_RNA;GLUCONREDUCT-MONOMER;Metabolism;;;4285
460;idnD;G7893_RNA;IDONDEHYD-MONOMER;Metabolism;;;4286
1203;yjhG;G7910_RNA;G7910-MONOMER;Metabolism;;;4302
1204;yjhH;G7911_RNA;G7911-MONOMER;Metabolism;;;4303
659;nanM;G7920_RNA;G7920-MONOMER;Metabolism;;;4312
656;nanC;G7921_RNA;G7921-MONOMER;Metabolism;;;4313
125;bglJ;G7948_RNA;G7948-MONOMER;Transcription;Regulation;;4338
292;feaB;G7961_RNA;PHENDEHYD-MONOMER;Metabolism;;;4345
682;nrdG;G812_RNA;RNTRACTIV-MONOMER;Metabolism;;;4347
1096;uxaC;G81_RNA;UXAC-MONOMER;Metabolism;;;4348
471;ilvG_1;G8221_RNA;G8221-MONOMER;Metabolism;;;4356
1121;xapA;G85_RNA;XANTHOSINEPHOSPHORY-MONOMER;Metabolism;;;4357
901;rpe;M004_RNA;RIBULP3EPIM-MONOMER;Metabolism;;;4365
610;mhpD;M013_RNA;MHPDHYDROL-MONOMER;Metabolism;;;4371
612;mhpF;M014_RNA;MHPF-MONOMER;Metabolism;;;4372